Requested report - WIN WAVES
ORGANIZATION ID = 21FLMANA, 21FLHILLMONITORING LOCATION ID - LOCATION NAME = 361 - 361, 357 - 357, 336 - 336, 362 - 362, 21 - Lower Tampa Bay 3/4 mile NW of Piney Point, 22 - Entrance to Bishops Harbor, 90 - Lower Tampa Bay 1.25 mi south of Mullet KeyACTIVITY START DATE TIME =  FROM:  03/01/2020 TO:  DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L, pH - SU, Phosphorus- Total - mg/L, Salinity - PSU, Nitrogen- Total - mg/L, Chlorophyll a- corrected - ug/L
Report Run on APRIL 8, 2021The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"ORGANIZATION_ID"|"MONITORING_LOC_ID"|"GIS_HUC_TWELVE_CODE_NAME"|"ACTIVITY_ID"|"ACTIVITY_TYPE_NAME"|"ACTIVITY_START_TS"|"MATRIX_NAME"|"SAMPLE_COLLECTION_TYPE_NAME"|"SAMPLING_AGENCY_NAME"|"ACTIVITY_DEPTH_CNT"|"DEPTH_UNIT_NAME"|"ACTIVITY_TOP_DEPTH_CNT"|"ACTIVITY_BOTTOM_DEPTH_CNT"|"TOP_BOTTOM_DEPTH_UNIT_NAME"|"RESULT_KEY"|"DEP_ANALYTE_PRIMARY_NAME"|"DEP_RESULT_VALUE_CNT"|"DEP_RESULT_UNIT_NAME"|"DEP_MDL_CNT"|"DEP_PQL_CNT"|"VALUE_QUALIFIER_TEXT"|"SAMPLE_FRACTION_NAME"|"LABORATORY_SHORT_NAME"|"RESULT_COMMENT_TEXT"|"CENSORED_DECISIONS_TEXT"
"21FLHILL"|"21"|"TAMPA BAY"|"201215-021-M"|"Field"|"12/15/2020 10:18:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7738578"|"Salinity"|"26.2"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-B"|"Field"|"01/19/2021 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.4"|"m"|""|""|""|"7951925"|"pH"|"7.95"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-M"|"Field"|"01/19/2021 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7952465"|"pH"|"7.95"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-T"|"Field"|"01/19/2021 10:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7949480"|"pH"|"7.96"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-B"|"Field"|"01/19/2021 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.4"|"m"|""|""|""|"7953759"|"Salinity"|"27.13"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-T"|"Field"|"01/19/2021 10:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7953778"|"Salinity"|"27.06"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-61881"|"Sample"|"01/19/2021 10:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7948779"|"Phosphorus- Total"|".116"|"mg/L"|"0.116"|"0.464"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-M"|"Field"|"01/19/2021 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7951084"|"Salinity"|"27.13"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210119-021-61881"|"Sample"|"01/19/2021 10:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"7952550"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-B"|"Field"|"02/24/2021 10:36:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.8"|"m"|""|""|""|"8047634"|"Salinity"|"27.37"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-62220"|"Sample"|"02/24/2021 10:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.5"|"m"|""|""|""|"8047232"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-B"|"Field"|"02/24/2021 10:36:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"4.8"|"m"|""|""|""|"8046647"|"pH"|"7.97"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-M"|"Field"|"02/24/2021 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.4"|"m"|""|""|""|"8047728"|"pH"|"7.97"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-T"|"Field"|"02/24/2021 10:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.2"|"m"|""|""|""|"8046770"|"Salinity"|"27.09"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-62220"|"Sample"|"02/24/2021 10:38:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.5"|"m"|""|""|""|"8045652"|"Phosphorus- Total"|".134"|"mg/L"|"0.116"|"0.464"|"IJ"|"Total"|"E44057"|"Phosphate std expired/confirmed against non-expired standard 3/17/2021"|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-T"|"Field"|"02/24/2021 10:38:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.2"|"m"|""|""|""|"8046254"|"pH"|"7.98"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"21"|"TAMPA BAY"|"210224-021-M"|"Field"|"02/24/2021 10:37:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.4"|"m"|""|""|""|"8048679"|"Salinity"|"27.37"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-B"|"Field"|"03/17/2020 11:02:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6737352"|"pH"|"8.13"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-T"|"Field"|"03/17/2020 11:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6738489"|"Salinity"|"30.52"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-59864"|"Sample"|"03/17/2020 11:04:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6738780"|"Ammonia (N)"|".019"|"mg/L"|"0.005"|"0.02"|"IQ"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-B"|"Field"|"03/17/2020 11:02:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.2"|"m"|""|""|""|"6737525"|"Salinity"|"30.51"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-59864"|"Sample"|"03/17/2020 11:04:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6739338"|"Phosphorus- Total"|".116"|"mg/L"|"0.116"|"0.464"|"UQ"|"Total"|"E44057"|"Sample analyzed beyond lab hold time"|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-T"|"Field"|"03/17/2020 11:04:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6737422"|"pH"|"8.15"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-M"|"Field"|"03/17/2020 11:03:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6738485"|"pH"|"8.14"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200317-022-M"|"Field"|"03/17/2020 11:03:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6737609"|"Salinity"|"30.51"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-M"|"Field"|"06/16/2020 10:22:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6929440"|"pH"|"8.15"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-T"|"Field"|"06/16/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6929525"|"pH"|"8.14"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-T"|"Field"|"06/16/2020 10:23:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"6931708"|"Salinity"|"30.05"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-60090"|"Sample"|"06/16/2020 10:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.25"|"m"|""|""|""|"6931870"|"Phosphorus- Total"|".208"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-M"|"Field"|"06/16/2020 10:22:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.2"|"m"|""|""|""|"6932743"|"Salinity"|"30.19"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-B"|"Field"|"06/16/2020 10:21:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"6931896"|"Salinity"|"30.39"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-60090"|"Sample"|"06/16/2020 10:22:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.25"|"m"|""|""|""|"6930460"|"Ammonia (N)"|".005"|"mg/L"|"0.005"|"0.02"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200616-022-B"|"Field"|"06/16/2020 10:21:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.3"|"m"|""|""|""|"6930075"|"pH"|"8.37"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-60422"|"Sample"|"07/27/2020 10:34:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7004502"|"Ammonia (N)"|".043"|"mg/L"|"0.005"|"0.02"|""|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-B"|"Field"|"07/27/2020 10:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"7000754"|"pH"|"8.04"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-T"|"Field"|"07/27/2020 10:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7005975"|"pH"|"8.1"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-T"|"Field"|"07/27/2020 10:35:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7005324"|"Salinity"|"29.14"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-60422"|"Sample"|"07/27/2020 10:34:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7001495"|"Phosphorus- Total"|".336"|"mg/L"|"0.116"|"0.464"|"IG"|"Total"|"E44057"|"Field Blank >= MDL,Sample Result <= 10X Blank"|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-M"|"Field"|"07/27/2020 10:34:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7004877"|"pH"|"8.05"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-M"|"Field"|"07/27/2020 10:34:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7001116"|"Salinity"|"30.58"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200727-022-B"|"Field"|"07/27/2020 10:33:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2"|"m"|""|""|""|"7002589"|"Salinity"|"30.73"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-60594"|"Sample"|"08/17/2020 10:56:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7221876"|"Phosphorus- Total"|".339"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-M"|"Field"|"08/17/2020 10:55:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7217812"|"Salinity"|"30.64"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-B"|"Field"|"08/17/2020 10:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.4"|"m"|""|""|""|"7220390"|"Salinity"|"30.88"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-60594"|"Sample"|"08/17/2020 10:56:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7220476"|"Ammonia (N)"|".022"|"mg/L"|"0.005"|"0.02"|""|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-M"|"Field"|"08/17/2020 10:55:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7221214"|"pH"|"7.99"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-T"|"Field"|"08/17/2020 10:56:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7218021"|"Salinity"|"30.49"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-B"|"Field"|"08/17/2020 10:54:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.4"|"m"|""|""|""|"7221396"|"pH"|"8.04"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200817-022-T"|"Field"|"08/17/2020 10:56:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7222059"|"pH"|"7.97"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-T"|"Field"|"09/28/2020 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7251374"|"pH"|"8.03"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-M"|"Field"|"09/28/2020 10:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7247749"|"pH"|"8.1"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-B"|"Field"|"09/28/2020 10:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.5"|"m"|""|""|""|"7250156"|"Salinity"|"28.32"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-B"|"Field"|"09/28/2020 10:28:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"2.5"|"m"|""|""|""|"7249830"|"pH"|"8.1"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-M"|"Field"|"09/28/2020 10:29:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.3"|"m"|""|""|""|"7247112"|"Salinity"|"28.24"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-60998"|"Sample"|"09/28/2020 10:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.35"|"m"|""|""|""|"7247317"|"Phosphorus- Total"|".283"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-T"|"Field"|"09/28/2020 10:31:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7251267"|"Salinity"|"27.59"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"200928-022-60998"|"Sample"|"09/28/2020 10:30:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.35"|"m"|""|""|""|"7253116"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-61230"|"Sample"|"10/27/2020 11:41:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.05"|"m"|""|""|""|"7495927"|"Ammonia (N)"|".02"|"mg/L"|"0.02"|"0.08"|"U"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-B"|"Field"|"10/27/2020 11:39:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.9"|"m"|""|""|""|"7497886"|"Salinity"|"29.61"|"PSU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-T"|"Field"|"10/27/2020 11:42:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"0.3"|"m"|""|""|""|"7497777"|"pH"|"7.62"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-B"|"Field"|"10/27/2020 11:39:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.9"|"m"|""|""|""|"7498756"|"pH"|"7.67"|"SU"|""|""|""|""|""|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-61230"|"Sample"|"10/27/2020 11:41:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.05"|"m"|""|""|""|"7496736"|"Phosphorus- Total"|".145"|"mg/L"|"0.116"|"0.464"|"I"|"Total"|"E44057"|""|""
"21FLHILL"|"22"|"COCKROACH BAY-TERRA CEIA BAY FRONTAL"|"201027-022-M"|"Field"|"10/27/2020 11:41:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"ENVIRONMENTAL PROTECTION COMMISSION OF HILLSBOROUGH COUNTY FLORIDA"|"1.1"|"m"|""|""|""|"7496008"|"Salinity"|"29.61"|"PSU"|""|""|""|""|""|""|""
